idarista|idnodoorigen|idnododestino|idvia|distancia|geom
710|540|541|314|0.147367845837|SRID=4326;LINESTRING(-77.0381215 -12.121013,-77.0381216 -12.1201287)
711|541|185|314|0.173457541494|SRID=4326;LINESTRING(-77.0381216 -12.1201287,-77.0381093 -12.1190879)
712|185|432|314|0.0237136179885|SRID=4326;LINESTRING(-77.0381093 -12.1190879,-77.0381091 -12.1189456)
714|542|294|178|0.0633591556762|SRID=4326;LINESTRING(-77.0425286 -12.1214303,-77.0422617 -12.1211554)
715|294|543|178|0.144963564641|SRID=4326;LINESTRING(-77.0422617 -12.1211554,-77.0416282 -12.1205487)
717|544|545|93|0.027230424128|SRID=4326;LINESTRING(-77.0411719 -12.1200953,-77.0410627 -12.1199722)
718|545|546|93|0.173519683731|SRID=4326;LINESTRING(-77.0410627 -12.1199722,-77.0402949 -12.1192557)
720|294|547|134|0.179268879448|SRID=4326;LINESTRING(-77.0422617 -12.1211554,-77.0423199 -12.1200812)
721|547|313|134|0.107024003885|SRID=4326;LINESTRING(-77.0423199 -12.1200812,-77.0423073 -12.1194391)
723|374|548|66|0.165098691146|SRID=4326;LINESTRING(-77.0416321 -12.1179177,-77.0416484 -12.1189083)
725|312|543|159|0.0765130747997|SRID=4326;LINESTRING(-77.0416334 -12.1200896,-77.0416282 -12.1205487)
726|543|295|159|0.106117100483|SRID=4326;LINESTRING(-77.0416282 -12.1205487,-77.041643 -12.1211853)
727|295|549|159|0.155528207928|SRID=4326;LINESTRING(-77.041643 -12.1211853,-77.0416756 -12.122118)
729|550|296|160|0.115778970621|SRID=4326;LINESTRING(-77.0407598 -12.1219241,-77.04079 -12.12123)
730|296|310|160|0.0349686798874|SRID=4326;LINESTRING(-77.04079 -12.12123,-77.0407722 -12.1210209)
731|310|551|160|0.153433936852|SRID=4326;LINESTRING(-77.0407722 -12.1210209,-77.0407732 -12.1201002)
733|550|309|220|0.133517052373|SRID=4326;LINESTRING(-77.0407598 -12.1219241,-77.0399468 -12.1218807)
735|56|552|35|0.112304403799|SRID=4326;LINESTRING(-77.0404219 -12.1189157,-77.0411067 -12.1189065)
736|552|548|35|0.0888288122295|SRID=4326;LINESTRING(-77.0411067 -12.1189065,-77.0416484 -12.1189083)
737|548|553|35|0.135015745527|SRID=4326;LINESTRING(-77.0416484 -12.1189083,-77.0424713 -12.1188811)
739|375|503|68|0.139162316709|SRID=4326;LINESTRING(-77.0410924 -12.1179225,-77.0410906 -12.1170874)
740|503|508|68|0.146832288198|SRID=4326;LINESTRING(-77.0410906 -12.1170874,-77.041082 -12.1162063)
742|545|317|201|0.150949399063|SRID=4326;LINESTRING(-77.0410627 -12.1199722,-77.0410662 -12.1190664)
744|554|555|45|0.126816529405|SRID=4326;LINESTRING(-77.0429567 -12.1187013,-77.043508 -12.1181676)
745|555|556|45|0.165177559524|SRID=4326;LINESTRING(-77.043508 -12.1181676,-77.0442226 -12.117469)
746|556|557|45|0.16959402923|SRID=4326;LINESTRING(-77.0442226 -12.117469,-77.0449422 -12.116738)
747|557|558|45|0.16436237834|SRID=4326;LINESTRING(-77.0449422 -12.116738,-77.0456287 -12.1160193)
748|558|559|45|0.168650596464|SRID=4326;LINESTRING(-77.0456287 -12.1160193,-77.0463452 -12.1152932)
749|559|560|45|0.163404161805|SRID=4326;LINESTRING(-77.0463452 -12.1152932,-77.0470409 -12.1145911)
750|560|561|45|0.168678796607|SRID=4326;LINESTRING(-77.0470409 -12.1145911,-77.0477639 -12.113871)
751|561|562|45|0.14520017448|SRID=4326;LINESTRING(-77.0477639 -12.113871,-77.0483778 -12.113243)
753|563|564|210|0.164755225611|SRID=4326;LINESTRING(-77.0499014 -12.1102549,-77.0499 -12.1102563,-77.0494112 -12.1107488,-77.0491953 -12.1109584)
754|564|565|210|0.168635820857|SRID=4326;LINESTRING(-77.0491953 -12.1109584,-77.0484951 -12.1116997)
756|46|566|231|0.0406149869436|SRID=4326;LINESTRING(-77.0441826 -12.1185167,-77.0440538 -12.1185163,-77.043935 -12.118523)
757|566|567|231|0.0778782907094|SRID=4326;LINESTRING(-77.043935 -12.118523,-77.0435633 -12.1182321)
758|567|555|231|0.0140626873984|SRID=4326;LINESTRING(-77.0435633 -12.1182321,-77.043508 -12.1181676)
759|555|568|231|0.166405690185|SRID=4326;LINESTRING(-77.043508 -12.1181676,-77.0427888 -12.1174631)
760|568|569|231|0.146883806301|SRID=4326;LINESTRING(-77.0427888 -12.1174631,-77.0421223 -12.1168742)
762|44|570|121|0.0517435166989|SRID=4326;LINESTRING(-77.0452884 -12.1183942,-77.0450466 -12.1181947)
763|570|571|121|0.171320687592|SRID=4326;LINESTRING(-77.0450466 -12.1181947,-77.044272 -12.1175048)
764|571|556|121|0.0100602373634|SRID=4326;LINESTRING(-77.044272 -12.1175048,-77.0442226 -12.117469)
765|556|572|121|0.169442654595|SRID=4326;LINESTRING(-77.0442226 -12.117469,-77.0435076 -12.1167349)
766|572|573|121|0.142804180907|SRID=4326;LINESTRING(-77.0435076 -12.1167349,-77.0428784 -12.1161424)
767|573|574|121|0.150129414359|SRID=4326;LINESTRING(-77.0428784 -12.1161424,-77.0422273 -12.115509)
769|43|575|136|0.0835879163151|SRID=4326;LINESTRING(-77.0457104 -12.1174761,-77.0453424 -12.117129)
770|575|576|136|0.0796939897017|SRID=4326;LINESTRING(-77.0453424 -12.117129,-77.0450001 -12.1167895)
771|576|557|136|0.0127980401195|SRID=4326;LINESTRING(-77.0450001 -12.1167895,-77.0449422 -12.116738)
772|557|577|136|0.167518867999|SRID=4326;LINESTRING(-77.0449422 -12.116738,-77.0441978 -12.1160495)
773|577|578|136|0.147747680172|SRID=4326;LINESTRING(-77.0441978 -12.1160495,-77.0435597 -12.1154235)
774|578|579|136|0.145988172983|SRID=4326;LINESTRING(-77.0435597 -12.1154235,-77.0429048 -12.11483)
776|580|581|119|0.143230439666|SRID=4326;LINESTRING(-77.0436245 -12.1140873,-77.0442467 -12.1146906)
777|581|582|119|0.146428066388|SRID=4326;LINESTRING(-77.0442467 -12.1146906,-77.0448928 -12.1152972)
778|582|558|119|0.17041059788|SRID=4326;LINESTRING(-77.0448928 -12.1152972,-77.0456287 -12.1160193)
779|558|583|119|0.0121873296877|SRID=4326;LINESTRING(-77.0456287 -12.1160193,-77.0456846 -12.1160675)
780|583|584|119|0.137643994288|SRID=4326;LINESTRING(-77.0456846 -12.1160675,-77.0462893 -12.1166404)
781|584|585|119|0.0356561698695|SRID=4326;LINESTRING(-77.0462893 -12.1166404,-77.046441 -12.1167937)
782|585|41|119|0.0571290214617|SRID=4326;LINESTRING(-77.046441 -12.1167937,-77.0466939 -12.1170295)
784|40|586|154|0.0880146668868|SRID=4326;LINESTRING(-77.0473904 -12.1162998,-77.0470121 -12.1159251)
785|586|587|154|0.138628066923|SRID=4326;LINESTRING(-77.0470121 -12.1159251,-77.0464086 -12.1153425)
786|587|559|154|0.013250040902|SRID=4326;LINESTRING(-77.0464086 -12.1153425,-77.0463452 -12.1152932)
787|559|588|154|0.169116615486|SRID=4326;LINESTRING(-77.0463452 -12.1152932,-77.0455961 -12.1145956)
788|588|589|154|0.145732146462|SRID=4326;LINESTRING(-77.0455961 -12.1145956,-77.0449647 -12.1139801)
789|589|590|154|0.146379232565|SRID=4326;LINESTRING(-77.0449647 -12.1139801,-77.0443226 -12.1133698)
791|591|592|3|0.219127988321|SRID=4326;LINESTRING(-77.0483363 -12.1131495,-77.0470001 -12.113172)
793|593|594|244|0.152834543023|SRID=4326;LINESTRING(-77.0457115 -12.1119365,-77.0463971 -12.1125579)
794|594|592|244|0.142290882349|SRID=4326;LINESTRING(-77.0463971 -12.1125579,-77.0470001 -12.113172)
795|592|561|244|0.171030821399|SRID=4326;LINESTRING(-77.0470001 -12.113172,-77.0477639 -12.113871)
796|561|595|244|0.0124853203169|SRID=4326;LINESTRING(-77.0477639 -12.113871,-77.0478084 -12.1139318)
797|595|596|244|0.142516405006|SRID=4326;LINESTRING(-77.0478084 -12.1139318,-77.0484495 -12.1145093)
798|596|38|244|0.0867456170759|SRID=4326;LINESTRING(-77.0484495 -12.1145093,-77.0488471 -12.1148527)
800|584|586|180|0.168092403378|SRID=4326;LINESTRING(-77.0462893 -12.1166404,-77.0470121 -12.1159251)
801|586|597|180|0.1592315049|SRID=4326;LINESTRING(-77.0470121 -12.1159251,-77.0476966 -12.1152473)
802|597|596|180|0.17425347626|SRID=4326;LINESTRING(-77.0476966 -12.1152473,-77.0484495 -12.1145093)
803|596|37|180|0.148884836646|SRID=4326;LINESTRING(-77.0484495 -12.1145093,-77.0490532 -12.1138419)
805|598|562|193|0.0136129661925|SRID=4326;LINESTRING(-77.0484549 -12.1132733,-77.0483778 -12.113243)
807|37|598|199|0.136385937283|SRID=4326;LINESTRING(-77.0490532 -12.1138419,-77.0484549 -12.1132733)
809|599|36|199|0.09297798582|SRID=4326;LINESTRING(-77.0486798 -12.1131214,-77.0491072 -12.1134881)
811|600|601|28|0.144496646526|SRID=4326;LINESTRING(-77.0483861 -12.1130387,-77.0477518 -12.1124367)
814|602|603|274|0.0133228349308|SRID=4326;LINESTRING(-77.0499705 -12.1117166,-77.0499229 -12.1116518)
815|603|564|274|0.166077717933|SRID=4326;LINESTRING(-77.0499229 -12.1116518,-77.0491953 -12.1109584)
816|564|604|274|0.146845598042|SRID=4326;LINESTRING(-77.0491953 -12.1109584,-77.0485492 -12.1103481)
817|604|605|274|0.0161979884199|SRID=4326;LINESTRING(-77.0485492 -12.1103481,-77.0484787 -12.11028)
819|606|607|45|0.143085575454|SRID=4326;LINESTRING(-77.0486187 -12.1129841,-77.0492214 -12.1123631)
820|607|603|45|0.165159464782|SRID=4326;LINESTRING(-77.0492214 -12.1123631,-77.0499229 -12.1116518)
821|603|608|45|0.164281742192|SRID=4326;LINESTRING(-77.0499229 -12.1116518,-77.0506296 -12.1109529)
823|609|610|156|0.11786540946|SRID=4326;LINESTRING(-77.041948 -12.1139122,-77.0414129 -12.1143845)
824|610|611|156|0.171882414153|SRID=4326;LINESTRING(-77.0414129 -12.1143845,-77.0406818 -12.1151237)
826|612|164|8|0.2038377793|SRID=4326;LINESTRING(-77.0410121 -12.1130249,-77.0401233 -12.1121696)
827|164|169|8|0.197208188018|SRID=4326;LINESTRING(-77.0401233 -12.1121696,-77.0392754 -12.1113302)
829|169|613|77|0.203725455382|SRID=4326;LINESTRING(-77.0392754 -12.1113302,-77.0388099 -12.1108966,-77.0383716 -12.1104912)
831|614|615|88|0.208778604061|SRID=4326;LINESTRING(-77.0421078 -12.1119422,-77.0426859 -12.1125152,-77.0430064 -12.1128299)
832|615|616|88|0.0283784277943|SRID=4326;LINESTRING(-77.0430064 -12.1128299,-77.0431311 -12.112948)
833|616|617|88|0.18989203293|SRID=4326;LINESTRING(-77.0431311 -12.112948,-77.0439639 -12.1137399)
835|414|618|20|0.141167750934|SRID=4326;LINESTRING(-77.0399086 -12.1141262,-77.0404929 -12.113504)
836|618|619|20|0.00770435543183|SRID=4326;LINESTRING(-77.0404929 -12.113504,-77.0405272 -12.1134724)
837|619|612|20|0.109004044595|SRID=4326;LINESTRING(-77.0405272 -12.1134724,-77.0410121 -12.1130249)
838|612|614|20|0.254607030289|SRID=4326;LINESTRING(-77.0410121 -12.1130249,-77.0421078 -12.1119422)
839|614|438|20|0.0841798710755|SRID=4326;LINESTRING(-77.0421078 -12.1119422,-77.0424499 -12.1115655)
840|438|620|20|0.159701000183|SRID=4326;LINESTRING(-77.0424499 -12.1115655,-77.0431365 -12.1108857)
842|575|42|180|0.138443023396|SRID=4326;LINESTRING(-77.0453424 -12.117129,-77.0456733 -12.1168047,-77.046186 -12.1170956)
844|42|585|180|0.0654168474671|SRID=4326;LINESTRING(-77.046186 -12.1170956,-77.046441 -12.1167937)
846|45|570|180|0.0630743653066|SRID=4326;LINESTRING(-77.0447759 -12.1184636,-77.0450466 -12.1181947)
847|570|43|180|0.1618267629|SRID=4326;LINESTRING(-77.0450466 -12.1181947,-77.0454313 -12.1177929,-77.0457104 -12.1174761)
849|621|622|2|0.048199862919|SRID=4326;LINESTRING(-77.043407 -12.1202291,-77.043161 -12.1200708)
850|622|623|2|0.142483394324|SRID=4326;LINESTRING(-77.043161 -12.1200708,-77.0428433 -12.119275)
852|622|624|60|0.138720154314|SRID=4326;LINESTRING(-77.043161 -12.1200708,-77.0437724 -12.1194955)
854|625|626|35|0.0971263488452|SRID=4326;LINESTRING(-77.0431035 -12.1189509,-77.0436958 -12.1189529)
855|626|627|35|0.0402282040678|SRID=4326;LINESTRING(-77.0436958 -12.1189529,-77.0439379 -12.1189919)
857|628|629|267|0.0681564994337|SRID=4326;LINESTRING(-77.0352309 -12.1282824,-77.0354008 -12.1279092)
859|629|257|267|0.16983065361|SRID=4326;LINESTRING(-77.0354008 -12.1279092,-77.0359662 -12.1270555)
1115|630|631|270|0.0195821006062|SRID=4326;LINESTRING(-77.0171979 -12.1233121,-77.0171979 -12.1231946)
861|33|101|269|0.159195048923|SRID=4326;LINESTRING(-77.0323825 -12.1238028,-77.0326902 -12.1244015,-77.0327369 -12.1246232,-77.0327503 -12.1246868)
862|101|96|269|0.140440433284|SRID=4326;LINESTRING(-77.0327503 -12.1246868,-77.032776 -12.124821,-77.0328876 -12.1251063,-77.0330936 -12.1254588)
864|632|628|262|0.0747780449106|SRID=4326;LINESTRING(-77.0347759 -12.1282532,-77.0349304 -12.128379,-77.0350677 -12.1283707,-77.0352309 -12.1282824)
866|633|634|135|0.128522512406|SRID=4326;LINESTRING(-77.0259305 -12.1199244,-77.0267142 -12.1199151)
867|634|635|135|0.366241042543|SRID=4326;LINESTRING(-77.0267142 -12.1199151,-77.0283303 -12.1198569,-77.0289467 -12.1198522)
869|636|637|102|0.158970308309|SRID=4326;LINESTRING(-77.0257637 -12.1204238,-77.0267329 -12.1204031)
870|637|201|102|0.150709903627|SRID=4326;LINESTRING(-77.0267329 -12.1204031,-77.0276519 -12.1203932)
871|201|638|102|0.216268481057|SRID=4326;LINESTRING(-77.0276519 -12.1203932,-77.028404 -12.120379,-77.0289706 -12.1203741)
873|119|639|27|0.180551985497|SRID=4326;LINESTRING(-77.0301198 -12.1219936,-77.029761 -12.1221529,-77.029709 -12.122176,-77.0294005 -12.1222722,-77.0290937 -12.1223864)
874|639|640|27|0.101409920839|SRID=4326;LINESTRING(-77.0290937 -12.1223864,-77.0284755 -12.1223709)
875|640|203|27|0.115372317299|SRID=4326;LINESTRING(-77.0284755 -12.1223709,-77.0277721 -12.1223569)
876|203|641|27|0.161827470931|SRID=4326;LINESTRING(-77.0277721 -12.1223569,-77.0267936 -12.122231)
877|641|325|27|0.155662892986|SRID=4326;LINESTRING(-77.0267936 -12.122231,-77.025847 -12.1221614)
878|325|642|27|0.101909268815|SRID=4326;LINESTRING(-77.025847 -12.1221614,-77.0252315 -12.122077)
880|643|644|87|0.221071189735|SRID=4326;LINESTRING(-77.0254203 -12.1212714,-77.0267593 -12.1214254)
881|644|202|87|0.155223333118|SRID=4326;LINESTRING(-77.0267593 -12.1214254,-77.0277034 -12.1214926)
882|202|645|87|0.108938895333|SRID=4326;LINESTRING(-77.0277034 -12.1214926,-77.0283639 -12.1214226)
883|645|646|87|0.1073268624|SRID=4326;LINESTRING(-77.0283639 -12.1214226,-77.0290097 -12.121318)
885|640|645|292|0.1590927894|SRID=4326;LINESTRING(-77.0284755 -12.1223709,-77.0283639 -12.1214226)
886|645|647|292|0.0952570588605|SRID=4326;LINESTRING(-77.0283639 -12.1214226,-77.0283296 -12.120852)
887|648|649|293|0.293950068311|SRID=4326;LINESTRING(-77.0258541 -12.1196526,-77.0258409 -12.1198699,-77.0254117 -12.1211203,-77.0253998 -12.1213589)
889|650|651|138|0.073209979077|SRID=4326;LINESTRING(-77.0262515 -12.1182917,-77.0266978 -12.11828)
890|651|652|138|0.118574782746|SRID=4326;LINESTRING(-77.0266978 -12.11828,-77.0274209 -12.1182833)
891|652|653|138|0.125096431336|SRID=4326;LINESTRING(-77.0274209 -12.1182833,-77.0281837 -12.1182725)
892|653|17|138|0.135023100111|SRID=4326;LINESTRING(-77.0281837 -12.1182725,-77.0290071 -12.1182774)
894|654|655|253|0.120843374413|SRID=4326;LINESTRING(-77.0274199 -12.1174935,-77.0266831 -12.1174789)
895|655|656|253|0.0466970011236|SRID=4326;LINESTRING(-77.0266831 -12.1174789,-77.0263988 -12.1174951)
897|657|658|84|0.144046892812|SRID=4326;LINESTRING(-77.0243936 -12.1262323,-77.0252658 -12.1261301)
898|658|320|84|0.115694851584|SRID=4326;LINESTRING(-77.0252658 -12.1261301,-77.0259611 -12.1260126)
899|320|659|84|0.158633276413|SRID=4326;LINESTRING(-77.0259611 -12.1260126,-77.0269138 -12.1258478)
900|659|206|84|0.176637632385|SRID=4326;LINESTRING(-77.0269138 -12.1258478,-77.0279786 -12.1256881)
901|206|660|84|0.241561447717|SRID=4326;LINESTRING(-77.0279786 -12.1256881,-77.0294338 -12.1254635)
903|658|107|291|0.238858552585|SRID=4326;LINESTRING(-77.0252658 -12.1261301,-77.0256537 -12.1275115)
905|108|661|290|0.165838034651|SRID=4326;LINESTRING(-77.0251387 -12.1277213,-77.0249568 -12.127221,-77.0243579 -12.127089)
907|130|137|149|0.195790162309|SRID=4326;LINESTRING(-77.027439 -12.1295422,-77.0275489 -12.1307119)
908|137|145|149|0.155565262948|SRID=4326;LINESTRING(-77.0275489 -12.1307119,-77.0276359 -12.1316413)
909|145|662|149|0.241582138265|SRID=4326;LINESTRING(-77.0276359 -12.1316413,-77.0277463 -12.1330866)
910|662|663|149|0.0168440418175|SRID=4326;LINESTRING(-77.0277463 -12.1330866,-77.0277549 -12.1331873)
1116|631|664|270|0.142702663022|SRID=4326;LINESTRING(-77.0171979 -12.1231946,-77.0172237 -12.1223387)
1958|1169|440|327|0.105954587955|SRID=4326;LINESTRING(-77.0293882 -12.1042042,-77.0292902 -12.1048328)
912|665|217|145|0.0367987552341|SRID=4326;LINESTRING(-77.0253079 -12.1338661,-77.0254959 -12.1337456)
913|217|666|145|0.0694712472263|SRID=4326;LINESTRING(-77.0254959 -12.1337456,-77.0258382 -12.1335001)
914|666|213|145|0.0667145609427|SRID=4326;LINESTRING(-77.0258382 -12.1335001,-77.0261578 -12.1332525)
915|213|667|145|0.190240868169|SRID=4326;LINESTRING(-77.0261578 -12.1332525,-77.0264932 -12.1328181,-77.0267961 -12.1322995)
916|667|144|145|0.0665912328043|SRID=4326;LINESTRING(-77.0267961 -12.1322995,-77.0269227 -12.1319199)
917|144|136|145|0.164503428506|SRID=4326;LINESTRING(-77.0269227 -12.1319199,-77.026991 -12.1313832,-77.026979 -12.1309345)
918|136|131|145|0.18866955827|SRID=4326;LINESTRING(-77.026979 -12.1309345,-77.0268252 -12.1303464,-77.0265892 -12.1298695)
919|131|668|145|0.030846543789|SRID=4326;LINESTRING(-77.0265892 -12.1298695,-77.026476 -12.1297217)
921|55|669|47|0.037933718727|SRID=4326;LINESTRING(-77.0244463 -12.125345,-77.0244359 -12.1254065,-77.0244082 -12.1255695)
922|669|657|47|0.110490253494|SRID=4326;LINESTRING(-77.0244082 -12.1255695,-77.0243936 -12.1262323)
923|657|661|47|0.14290197121|SRID=4326;LINESTRING(-77.0243936 -12.1262323,-77.0243579 -12.127089)
924|661|670|47|0.0528609937936|SRID=4326;LINESTRING(-77.0243579 -12.127089,-77.024253 -12.1273889)
925|670|109|47|0.135064669105|SRID=4326;LINESTRING(-77.024253 -12.1273889,-77.0240642 -12.1281777)
926|109|671|47|0.0759835274887|SRID=4326;LINESTRING(-77.0240642 -12.1281777,-77.0239487 -12.1286192)
927|671|672|47|0.0808465159421|SRID=4326;LINESTRING(-77.0239487 -12.1286192,-77.0238256 -12.1290889)
929|669|673|1|0.0535188073426|SRID=4326;LINESTRING(-77.0244082 -12.1255695,-77.0242713 -12.125861)
931|674|675|47|0.223966558347|SRID=4326;LINESTRING(-77.0238205 -12.1293241,-77.0237876 -12.1296237,-77.0236904 -12.1303945,-77.0236572 -12.1306582)
933|224|675|255|0.223229668594|SRID=4326;LINESTRING(-77.024974 -12.1309972,-77.0236572 -12.1306582)
935|676|677|72|0.0898951754866|SRID=4326;LINESTRING(-77.02203 -12.132323,-77.0225536 -12.1324825)
936|677|678|72|0.139187732569|SRID=4326;LINESTRING(-77.0225536 -12.1324825,-77.0233764 -12.1326871)
938|677|679|144|0.15405897716|SRID=4326;LINESTRING(-77.0225536 -12.1324825,-77.0223304 -12.1333803)
940|679|680|143|0.0947565891233|SRID=4326;LINESTRING(-77.0223304 -12.1333803,-77.0228797 -12.1335565)
941|680|681|143|0.0700358686784|SRID=4326;LINESTRING(-77.0228797 -12.1335565,-77.0232955 -12.1336522)
943|682|680|152|0.191282383065|SRID=4326;LINESTRING(-77.022545 -12.1346558,-77.0228797 -12.1335565)
945|83|683|18|0.121255060775|SRID=4326;LINESTRING(-77.0236912 -12.1292875,-77.0229999 -12.1295455)
947|684|84|17|0.112255169265|SRID=4326;LINESTRING(-77.0230171 -12.129428,-77.0236598 -12.1291963)
949|685|686|19|0.110650064817|SRID=4326;LINESTRING(-77.0022031 -12.1287651,-77.0016204 -12.1288579,-77.0015349 -12.128857)
950|687|685|19|0.284632733666|SRID=4326;LINESTRING(-77.0039197 -12.1285133,-77.0022031 -12.1287651)
952|688|689|19|0.0924312426335|SRID=4326;LINESTRING(-77.001619 -12.1287899,-77.0021774 -12.1287147)
954|689|690|19|0.383836451881|SRID=4326;LINESTRING(-77.0021774 -12.1287147,-77.0039369 -12.1284546,-77.0044862 -12.1283371)
956|691|692|19|0.371384678578|SRID=4326;LINESTRING(-77.0015608 -12.1286863,-77.0016519 -12.12874,-77.0017124 -12.1287535,-77.0021852 -12.1286503,-77.0038082 -12.1284126)
957|692|690|19|0.111901183279|SRID=4326;LINESTRING(-77.0038082 -12.1284126,-77.0044862 -12.1283371)
959|693|321|19|0.246981313756|SRID=4326;LINESTRING(-77.0244517 -12.1252382,-77.024508 -12.1252291,-77.0259375 -12.124996)
960|321|694|19|0.160068279827|SRID=4326;LINESTRING(-77.0259375 -12.124996,-77.0268375 -12.1248624,-77.0269026 -12.1248524)
962|695|696|19|0.0349800212998|SRID=4326;LINESTRING(-77.0238629 -12.1254504,-77.0237926 -12.125462,-77.0236525 -12.1254849)
963|696|697|19|0.0778625899244|SRID=4326;LINESTRING(-77.0236525 -12.1254849,-77.0231831 -12.1255551)
964|697|353|19|0.204647470701|SRID=4326;LINESTRING(-77.0231831 -12.1255551,-77.0219502 -12.1257449)
965|353|698|19|0.14423794298|SRID=4326;LINESTRING(-77.0219502 -12.1257449,-77.0210801 -12.1258713)
966|698|699|19|0.136684146305|SRID=4326;LINESTRING(-77.0210801 -12.1258713,-77.0202573 -12.1260021)
967|699|700|19|0.216353260873|SRID=4326;LINESTRING(-77.0202573 -12.1260021,-77.0189541 -12.1262041)
968|700|701|19|0.141239530686|SRID=4326;LINESTRING(-77.0189541 -12.1262041,-77.0182177 -12.1263169,-77.0181028 -12.1263325)
970|702|122|56|0.177413673411|SRID=4326;LINESTRING(-77.0237518 -12.1222901,-77.0235836 -12.1226392,-77.0233861 -12.1228154,-77.0230273 -12.1230807)
971|122|703|56|0.14542485073|SRID=4326;LINESTRING(-77.0230273 -12.1230807,-77.0222789 -12.1235488)
972|703|704|56|0.121657859937|SRID=4326;LINESTRING(-77.0222789 -12.1235488,-77.0216695 -12.1239651)
973|704|705|56|0.0300510310742|SRID=4326;LINESTRING(-77.0216695 -12.1239651,-77.0215236 -12.1240742)
974|705|706|56|0.105416943822|SRID=4326;LINESTRING(-77.0215236 -12.1240742,-77.021352 -12.1242756,-77.021146 -12.1245861)
976|357|707|142|0.132403518781|SRID=4326;LINESTRING(-77.0228969 -12.1246454,-77.0232574 -12.1244602,-77.0235321 -12.1244098,-77.023681 -12.124456)
977|707|708|142|0.0723290760853|SRID=4326;LINESTRING(-77.023681 -12.124456,-77.0241157 -12.1245294)
979|697|709|170|0.0354244054676|SRID=4326;LINESTRING(-77.0231831 -12.1255551,-77.0230004 -12.1254417)
980|709|355|170|0.100263030643|SRID=4326;LINESTRING(-77.0230004 -12.1254417,-77.0225461 -12.1250391)
981|355|705|170|0.232329252006|SRID=4326;LINESTRING(-77.0225461 -12.1250391,-77.0219957 -12.1245473,-77.0217349 -12.1242953,-77.0215236 -12.1240742)
982|705|710|170|0.153971098161|SRID=4326;LINESTRING(-77.0215236 -12.1240742,-77.0209829 -12.1233189)
983|710|711|170|0.182257387389|SRID=4326;LINESTRING(-77.0209829 -12.1233189,-77.0203276 -12.1224356)
985|712|713|312|0.0147227345175|SRID=4326;LINESTRING(-77.0088144 -12.1176834,-77.0088943 -12.1177237)
986|713|714|312|0.228156082432|SRID=4326;LINESTRING(-77.0088943 -12.1177237,-77.0089594 -12.1177664,-77.0100521 -12.118483)
987|714|715|312|0.307816009806|SRID=4326;LINESTRING(-77.0100521 -12.118483,-77.0108371 -12.1189912,-77.0116181 -12.1195015)
988|715|716|312|0.236809256218|SRID=4326;LINESTRING(-77.0116181 -12.1195015,-77.0124957 -12.1200514,-77.0128405 -12.1202581)
990|363|359|1|0.129897350597|SRID=4326;LINESTRING(-77.0207168 -12.1207259,-77.0209657 -12.1204741,-77.0210773 -12.1202895,-77.0211713 -12.1200875)
992|364|717|284|0.127316129052|SRID=4326;LINESTRING(-77.0204765 -12.120877,-77.0202533 -12.1205497,-77.0199701 -12.1202979)
993|717|718|284|0.157818372558|SRID=4326;LINESTRING(-77.0199701 -12.1202979,-77.0196697 -12.1200881,-77.0193264 -12.1199119,-77.0191204 -12.1198532)
995|719|718|200|0.134723737847|SRID=4326;LINESTRING(-77.0190517 -12.1206588,-77.0191204 -12.1198532)
996|718|720|200|0.0575270149031|SRID=4326;LINESTRING(-77.0191204 -12.1198532,-77.0191351 -12.1195083)
998|717|721|226|0.139608152986|SRID=4326;LINESTRING(-77.0199701 -12.1202979,-77.0201932 -12.1201301,-77.0203134 -12.1199706,-77.0203992 -12.1197944,-77.0204311 -12.1195936)
1000|362|485|4|0.083621102687|SRID=4326;LINESTRING(-77.0221502 -12.1202056,-77.0222751 -12.1197191)
1002|722|367|195|0.144054437637|SRID=4326;LINESTRING(-77.0181995 -12.1214931,-77.0183994 -12.1214895,-77.0185968 -12.1215483,-77.0187513 -12.1216574,-77.018983 -12.121884)
1003|367|723|195|0.178777613612|SRID=4326;LINESTRING(-77.018983 -12.121884,-77.0195924 -12.1227735)
1005|354|724|276|0.191773454348|SRID=4326;LINESTRING(-77.0220149 -12.12559,-77.0211374 -12.1248294)
1007|725|726|315|0.190845186253|SRID=4326;LINESTRING(-77.0189878 -12.1252307,-77.0195592 -12.1251311,-77.020046 -12.1250462,-77.0201336 -12.1250304)
1008|726|727|315|0.132712249663|SRID=4326;LINESTRING(-77.0201336 -12.1250304,-77.020912 -12.1248126)
1009|727|724|315|0.0370697274626|SRID=4326;LINESTRING(-77.020912 -12.1248126,-77.0210058 -12.124862,-77.0211374 -12.1248294)
1011|724|706|56|0.0405728933|SRID=4326;LINESTRING(-77.0211374 -12.1248294,-77.021146 -12.1245861)
1013|706|728|56|0.0429204154542|SRID=4326;LINESTRING(-77.021146 -12.1245861,-77.0210398 -12.1246702,-77.020892 -12.1246482)
1015|350|729|79|0.25892357118|SRID=4326;LINESTRING(-77.0201744 -12.1292033,-77.0202089 -12.1277308,-77.0202108 -12.1276502)
1056|757|758|107|0.152016033689|SRID=4326;LINESTRING(-77.0208541 -12.1321048,-77.0211667 -12.1312462)
1016|729|730|79|0.138693979159|SRID=4326;LINESTRING(-77.0202108 -12.1276502,-77.0202101 -12.1272361,-77.0202249 -12.1268823,-77.0202276 -12.1268182)
